,Title,Rating,Review,Date
369,Foam 12345,1,"They are very assholes, they never have nearby cars and they are expensive",29-12-2020 11:43
370,“Hold everyone accountable”?,1,"Are you for real?  I can’t believe a business in the US has become so politicized that it threatens to disallow people from using its services and also encourages users to help you fire people who actually want to work for you.

Good luck going out of business. You’ve definitely lost mine.",11-12-2020 19:04
371,Not great in Colorado Springs,1,"Scheduled a 7:00AM pickup, drivers ETA is 7:20AM.  When I cancelled, charged a $5.00 cancellation fee. No thanks!",08-01-2021 14:06
372,Can’t update payment method,1,"I remember why I stopped using Uber years ago. Can’t update payment methods, and of course I had terrible service. I’m here in Austin on business and the company uses Uber, and I had terrible service again from the airport and we will see how it is going back to the airport. Lyft has always been better to use and people are respectful.",30-11-2020 17:41
373,Too many bugs,1,"Bugs with scheduling rides, changing contact info, Uber pass, the app is just terrible",16-01-2021 01:44
374,Scalpers,1,Uber now allows scalping where drivers can refuse fairs and double or triple the estimated price,08-01-2021 05:08
375,What happened?,3,"I attempted to request a pick up for a secondary person today. A driver had picked up the request. The secondary person got the notification and then that driver canceled the pick up and another driver responded but all of a sudden the pick-up point changed from the drop off point to now being the pick-up point and the pick up point became the drop off. I tried calling the new driver, I tried texting the driver and I tried changing the pick up point back to the correct place but it kept telling me it was outside of my zone. Then when I canceled the trip I was charged a fee for the driver’s time, which I don’t mind, but come on why did the pick up and drop off points reverse themselves when the first driver dumped my request for no good reason. I have had nothing but problems half the times I use this app and today was the worst. It is also frustrating to see each time a driver refuses to pick up a ride. Once I went through twenty different drivers before someone finally said yes.",08-01-2021 23:51
376,Stealing my money,1,It charges me the double of what I order I had money on my account and it charges me the double,07-01-2021 04:31
377,No Profiles Settings,4,The most recent version is missing the profile settings. I’m not able to edit or add family members on my family profile. How I can have the profiles settings back?,03-01-2021 21:38
378,Sneaky attempts at raising prices,1,Uber app offering me my $25 ride for $100+ or asking me to wait longer. Never seen this before and it is a horrible sneaky way to try to take money from existing customers - will be switching to Lyft,03-01-2021 21:46
379,Very unhappy,1,It happened to me twice I ordered something ant the driver only brought me one peace of my entire meal it was chicken a rice they only gave me chicken an when I reached out to Uber it took them a week to response so I didn’t eat that night and of my $28 order they would only give me $3 back and refused to give me my full refund I will not use them again customers are not the priority and they could care less and wouldn’t help any further very disappointed,23-11-2020 14:20
380,Profiles dissapear from the app,1,I haven’t been able to remove my account from a family profile in order to join another profile.This option should be fixed for all the riders. In my case I work for different families and they all pay for my rides.,14-01-2021 16:10
381,Don’t use this app,1,Over charging horrible service and they have a habit of charging you twice for one ride,25-12-2020 19:05
382,No details of the driver,1,"I was waiting for my driver. He did not move from his destination for a long time then canceled on me, he also put a charge on me. There is no such thing is customer support on Uber. No contact number no email address. They only have a few questions which are not valid. When I wanted to report this problem? It did not even provide me the information on this driver that I could report the problem they literally showed no detail of him! So I can’t even click on anything to take action. These guys really don’t care.",10-12-2020 09:45
383,Worse customer service,1,"Last time I ever use Uber. Everyday it gets worse and worse and there is absolutely no way to get in contact with customer support. The help on the app does not have answer for everything. Garbage company, I wish it would go bankrupt",09-01-2021 04:30
384,Horrible customer support,1,"Pray you never have to to actually phone or email customer support! Uber wants you to use their in app support, which is fine until you experience an issue not listed in their self service menu. There is no easily found email address to submit a question (I gave up on trying to find one) and there definitely isn’t a phone number. 

I finally found a number to Uber Eats online but it wasn’t for customer support (the PIN number on my gift card was damaged when I removed the silver coating). The number they provided for customer support (800-253-9377) stated they were not talking calls and no phone support hours were provided. 

So now I have a $50 plastic coaster. Thanks Uber, you’re winning!! Not!!",09-01-2021 16:11
385,Uber rate,5,Great app when you don’t have a car,21-12-2020 00:25
386,Disappointing and Expensive,1,"Multiple times while using this app I have been showed a rough estimate of the cost of my trip, only for the actually cost (after I’ve ridden) to be completely exuberant and unlike the cost I was initially showed. The app gives me no explanation, and I never do anything to warrant the extra charge. I once was taking a trip to the town over and the estimated cost said it would be $30-40. As a broke college student, this amount pained me but I still took it. After arriving to my destination, a full $120 was charged to my account. After an hour of trying to find anything I could do to negate this as I knew that was my grocery money for the month, I was able to request a refund somewhere in the app. They gave me a dollar back. Thanks, Uber. Maybe try Lyft instead.",28-11-2020 22:18
387,Uber is a joke,1,"Driver refused to come and when I canceled and ordered another Uber u kept assigning the same person to me which is madness on ur side of u ask me I had to use a different app to get a ride shame on you Uber (FYI) this happened in Nairobi when I was on vacation there 
Most but not all Drivers  won’t even drive towards u unless u call and tell them where ur going the they refuse and ask u to cancel",26-12-2020 17:16
388,Bad notifications,1,I can't turn off the notifications for Uber Eats promotions which come in at least once a week. Give me the option to opt out!,16-12-2020 20:06
389,Absolutely disappointed with the app,1,Never had an issue until recently when my cards got erased from my account and tried adding them back on and it still won’t let me. Contacted support multiple times and all I got was they’re working on it.,01-01-2021 02:59
390,Worst support on the market,1,"Talking to Uber support feels like yelling into the void. A driver will scam you with the pickup scam, Uber will still charge you a ton for it, say it’s for “a hold fee” then take out $10 for the driver out of the $40. After that you need to find Ubers support which is a chat system not a call one. They send the same responses every time they don’t read the issue at all. 

TL;DR 
USE DOOR DASH",25-12-2020 22:02
391,cancel the races,1,Terrible! Drivers cancel races too much,07-01-2021 11:05
392,Horrible,1,I don’t think an app should be able to help themselves to your card whenever they please. I had to delete my stuff and the app so I wouldn’t keep getting random Uber charges! Horrible!,27-12-2020 21:05
393,Buggy GPS forever,1,"What a waste app, always picks up wrong drop off and pick up location since last 4 years. All of a sudden starts rerouting in the middle of ride for no reason. This is the worst app on this whole planet. Least reliable and efficient, I would say not at all reliable. Seems like developers are least bothered in designing an efficient Uber app or fixing this problem which has been permanent by now. I would have rated negative had there been an option!",03-12-2020 00:02
394,Lyft is better,1,Lyft is way better,20-11-2020 21:34
395,Stop charging me!!!,1,Please do not charge me until you have confirmed a ride that will be able to pick me up. It is an inconvenience for me to have the company take my money without knowing if there will be a driver available for me or not. Y’all owe me so much money for rides I never got.,02-01-2021 23:05
396,There is a bug with payment method,1,"I’m always using credit card to pay for my rides, recently I had some fund credited to my account as Uber Cash, after using that cash the app kept asking me to refill the Uber Cash with no option to pay with credit card. 
I had to delete my credit card info and insert it again to go around that bug, please address in the next update.",29-11-2020 12:12
397,I Voted No on 22,1,You have no customer service. Tried to use a voucher for a ride and the app won’t accept it. Can’t call anyone for help because you don’t care about helping anyone. Just as long as you make money off the backs of people you don’t support.,11-12-2020 23:35
398,Costumer service is weak,3,"Waiting for a response takes forever. Been charged $65.00, money I didn't had. The Uber driver refused to let me clean up my own mess so he can charge me so much. Was a minor spill that could have easily been wiped. Even came back to the car to offer the guy to clean it myself but he refused to let me clean it. I don't understand why the Uber Driver did that. We had a great conversation, he was very polite and professional and didn't got angry about it at all. It was a leather seat too with a minor spill. I could have wiped it myself without issue. 

Fees are way too much and way too risky to ride with Uber. Carrying food often and even can track mud inside a car will let them rob you of their money. They can still charge you for that, as I read online. 

I wish the service was better because it wasn't like I was intentionally trying to ruin this guy car. I can't even pay him.",31-12-2020 18:32
399,Give me back my money,1,"Washington DC, waiting outside a closed restaurant, freezing rain, app shows driver is 6 minutes away, 6 minutes goes by and driver hasn’t moved. Tried to call the driver, no answer, Uber charges me a cancellation fee.  Takes me 30 minutes to figure out how to complain.  Uber keeps my money as a credit for future trips.  Uber has horrible customer service and holding my money hostage.  Looks like it’s back to Taxis for good.",17-12-2020 03:20
400,Charged with out authorization,1,Charged me 24.99 for an Uber pass that I never bought and I can’t get a hold of anyone to get the charges refunded. I have now been charged a second time for this Uber pass that I never ordered or signed up for and of course they make it pretty much impossible to actually get ahold of anyone. Do not trust this company or app. I will never use them again. I have deleted all forms of payment from my app in attempts to stop this since there doesn’t seem to be any way for me to get my money back or actually get in contact with this company.,16-12-2020 12:25
401,Don't use Uber.,1,Scheduled a ride last night for work this morning just to get bailed on 5 minutes before being scheduled to pick up. Thanks for nothing.,02-01-2021 12:03
402,Horrible..,1,This app is absolutely awful. It locked my credit card when I needed a ride the most. I had to stand out in the cold for hours waiting for my friend to end up giving me a ride. I even tried getting a gift card and then every driver would cancel on me. I thought I’d try and use the $70 balance to get some food from Uber eats and it freezes every single time I get to checkout. This app is horrible and it’s customer service is even worse. I wouldn’t even want to rate this 1 star. Disappointed.,17-12-2020 21:50
403,Use lyft this is overpriced,1,Overpriced lyft is way more money,20-01-2021 11:58
404,Nope.,1,"Just now I had a ride and wasn't able to cancel it without a fee when she was 20 minutes away and still completing a ride. Then they decided to cancel it for a new driver that's also 20 minutes away completing a stop wasting the time I waited for the last drive. I called my ride 40 minutes before I have be at work and I'm still pretty late. I don't need to waste my time with a app like this and you don't want to either use Lyft. Never had issues with them. This is my second (recent) issue with Uber.

Update: This dude is fooling around he was just 9 minutes away and now drove away to 14 minutes. Screw this app. Lyft forever.

Update 2: I already called a lyft to work and arrived to work 20 minutes late the guy who fooled around ride got finally canceled so I won't cancel for it to charge me. Lucky my co worker was cool enough to let me off the hook because he knows I'm not a late person. But don't ever waste your time on this app.",23-12-2020 05:20
405,Not downloading poor customer service,1,"Received voucher.  Added to my account.  Suddenly no rides available in my area!  Deleted app, then tried to download again but now saying there is a billing issue and can’t download the app!  No customer service to help either!  Very frustrating and disappointing!",21-11-2020 18:17
406,Uber rating,1,Worst business ever.,14-12-2020 15:00
407,Ridiculously Overpriced,1,Stop jacking up your prices for no reason. It’s not my problem that you’re failing to meet your quota for income. There are plenty of other rideshare apps people can use so stop acting like you’re the only one and show some respect to your customers,22-12-2020 01:27
408,Run Around,1,They don’t even have any type of customer service in any way shape or form. Just a menu that has your questions unanswered and avoided!! shut uber down,21-12-2020 20:29
409,Ride Accepting,3,"Can uber fix when if driver accepted a request they can’t cancel it, really annoying wasting almost a hour trying to find someone else cause I thought I had a ride coming.",17-12-2020 03:59
410,LOYAL CUSTOMERS,3,Why do Uber only offer codes and money off for new customers only? What about your customers that’s been with y’all for years? Think about it,14-01-2021 19:07
411,Map update is dumb.  Can’t see full image anymore.,1,Map update is dumb.  Can’t see full image anymore.  Click to zoom back in and it zooms in too far.  Dumb.,20-11-2020 13:02
412,This review is in regards to the “Eats” portion of the Uber app,2,"It’s cool that the Uber rides app doubles as an Uber Eats app, but unfortunately the Eats portion barely works.  There is NO way to communicate with your delivery driver through the Eats part of the app, and I never receive any communication from the driver either.  The “eats” portion of the app only has about a 60% success rate.  4 separate times I have just not received my order at all, and my order says complete, and I can’t get ahold of the delivery person and they never call me.  (I live in a downtown apartment and I don’t have these issues with Postmates or doordash.)  I’m sure Uber is tired of refunding me for orders I never receive so maybe you guys should just add a call button so drivers can contact me when they can’t find my apartment.",08-01-2021 16:48
413,ride today,5,"driver was dead on with arrival time.  I had forgotten my mask so he allowed me to select one from his supply.   Was a very
safe driver.  Was interested in the election and the virus.
Very pleasant to talk to",17-12-2020 21:11
414,Awesome,5,Awesome,25-12-2020 03:27
415,JOHN SULLIVAN: ABOMINATION AND DISGUSTED YOU SUPPORT,1,"Your advertisement including John Sullivan is an abomination and your company should be ashamed to have ever had anything to do with this BLM activist that seeks to destroy property, vandalized property, and incite violence. I will not be agreeing to the terms and want no part of involving Uber ir any entity associated with these violence agitator groups.",16-01-2021 03:42
416,auto upgrade scam,1,"What a scam. You sign up and they automatically upgrade you to Pass which cost $24.99. They auto charge you one month later.  You are automatically signed up for auto renew every month.  
I disputed this and they won’t refund. Only credit to my account on the app. Not acceptable. What a scam. 
I only used it when my car broke. Will never use again. 
Also, can’t turn off autopay and they don’t help when contacting customer service.",14-12-2020 05:14
417,Will not stop blasting me with daily ads for their other services,1,Don’t install this unless you want to be punished with daily notifications about their other services.,22-12-2020 21:07
418,Uber services,1,Ride never came....and it was raining; I was trying to get a ride home.,14-12-2020 04:49
419,Terrible,1,"Do away with driver completing a ride nearby or atleast have a cap on the wait time. I just waited 30 min for a ride from a driver, who nearly missed two exits & swerved over at the last minute on my ride home. Very very disappointed as I am a faithful rider, & supporter of Uber & it’s drivers. The app also needs some work as I would’ve canceled the ride due to the wait time but the app immediately said I would be charged a fee for cancellation. This wasn’t even a full minute after I requested the ride. It is very cold right now & after work I have to get home to care for pets & children so I would appreciate it if my requested Uber can have reasonable wait times or reasonable time frame to cancel.",31-12-2020 07:14
420,Scheduled Rides,1,Scheduled rides are very unreliable.,10-01-2021 17:04
421,Lack of communication,1,I’m fairly new to Uber but so far I’m disappointed with its service. My last 3 visits were canceled with very little notice and I’ve been late to work multiple times now. I’m definitely thinking about finding another company,21-12-2020 21:25
422,Uber stinks,1,"Man, trying to schedule a ride for my out of state disabled mother to the airport and Uber just cancelled her scheduled ride as she was waiting on the curb in 30 degree temps. They also charged me unexpectedly for the driver waiting for 5 minutes the ride before, but I didn't know that there was an additional charge until after I had tipped the driver $10 for his patience. They should notify you of the excess charge. I’m a Lyft person now, Uber stinks.",29-11-2020 16:04
423,bKash Payment and Ride,1,There is no direct option in app to raise any complain against drivers. Uber doesn’t take any action against drivers for their mistakes. Worst service in Bangladesh. Drivers ask first where I want to go after that they decide to move. If any drive misbehaved with a client then there is no option to complain against him,27-12-2020 02:00
424,Use to be able to order food,2,Why did you take away the order food feature don’t everyone have space on there phone to have two apps. Like if I try to order food on here it just takes me to download Uber eats like why can’t you just keep it simple? I don’t have space on my phone for two apps this is ridiculous that it’s the same thing but can’t keep it on one app like how they use to. I would use both features in one app now I have to have to apps for both features. It was more convenient and made Uber different and better from other apps when they had it like that.,25-11-2020 20:23
425,Never again,1,"Waited 45 minutes for a driver to pick me as a ride from SFO. I selected any car I could and said yea to every upgrade that came just so I could get a car. It took 45 minutes before I got a ride. He said “oh that’s crazy there’s hundreds of cars sitting in the lot waiting.” 

I will use Lyft to return to the airport tomorrow.",16-01-2021 07:48
426,Least Reliable Ride Service,1,The location tracking is by far the worst and to add on top of that if it messes up and you cancel your getting charged. Super frustrating when you need it the most!!!,04-12-2020 15:54
427,uber cash does not work !,1,"i put $60 on a uber card i added the gift card to my account i go to request a ride and it says payment invalid and to add another card i try to add another card it says payment invalid and tells me to enter ANOTHER card i try 3 times i ran out of cards , i can’t transfer the uber cash to another account so therefor i wasted $60 on this bullsh*t app i want my money back i will never be using uber again",22-11-2020 16:34
428,Quantity over quality clearly,1,"I think they’re hiring anyone since the pandemic, but I have never felt as uncomfortable in ubers than i do now. I’ve had too many separate occasions where im only getting male drivers that have made inappropriate sexual references , and drivers that literally speed past your exit! Using lyft from now on , at least they actually do background checks and interviews! Uber is the ghetto! Completely unsafe!",19-11-2020 18:13
429,they stole 100 dollars from me,1,100 dollars in my application and they gave me an unknown amount and now they do not want to return it,16-12-2020 21:16
430,Never any available drivers,1,"If you live in a major city then this is useful. But apparently there are no drivers in west pennsylvania, and uber has the gaul to send me a msg “planning on traveling soon? Schedule a trip” just a useless app",18-01-2021 12:02
431,New App Glitch,1,Lately when I have a lending ride and I open the app it takes me to the home page as though I need a new ride. It oft takes a while for the app to reload and give me information about my ride. Very frustrating!,02-12-2020 22:50
432,App works. Customer service is horrible,1,"I was charged for a Uber eats subscription I never signed up for. I’ve been in contact with support for almost a week. I kid you not... total run around. It’s like they’ll do anything to not refund my money. Now I’m at the point where I’m done with all the services. I just want my refund and payment methods cleared out of the system since no one is really trying to help me resolve my issue. 

Phone support doesn’t seem to help either. I’ve been told that the chat feature will be helpful in resolving my issue but that hasn’t been true.

Since my PayPal account was charged without notice nor a receipt it gives way to let me believe that it was a fraudulent charge from the company. I’ve stated multiple times in my “support ticket” that there has to be an internal audit system to track what API calls my user makes (that would cause charged to appear). No one wants to check that. I’ve given all the payment information I can. And I’m still being asked the same questions. I don’t have a case number so I can’t paste it here, but to me this shows a true lack of transparency on how/why a charge was made and a receipt hasn’t been sent.

I want to close my account, but I do fear more fraudulent charges will come through since I can’t get an explanation on the first one, nor a reversal, nor any follow up to my comments in my “support ticket”.

Overall when things work the service is great. Hopefully no one has to run into customer service though. It feels like the customer needs to get paid for dealing with that",21-12-2020 13:17
433,Rampant fraud is allowed by Uber,1,"Rampant fraud is allowed by Uber, they’ll allow it to occur so long as it doesn’t affect their bottom line. Repeatedly tried to reach out to Uber to resolve the issue and they ignored it.",14-12-2020 17:05
434,"Family Profiles are really buggy, and support is delivered via murderbot",2,"The family and business profiles don't work well, and the ability to manage them just disappeared from both the app and the web. Support is apparently provided by a bot, not a human, making it both slow and incoherent- it just reacts to the latest keywords in your message and applies no context.

Glad they are getting out of the self-driving car business, I can only speculate how many more people their terrible programming skills would have killed off.",22-12-2020 18:22
435,Uber Lied About Prop 22,1,"Before Prop 22 passed, I received continuous messages about the benefits that we as passengers would receive if it passed like lower ride costs. Now, I’m paying TRIPLE for my rides. This is a scandal and it’s even more inconvenient that most of the drivers have zero professionalism by not following CDC guidelines to stop the spread of COVID 19, to taking ridiculously longer routes to destinations that end up costing more. I’d avoid using this service if you want to save money and not get COVID!",22-12-2020 20:59
436,Scammed,1,Recently scammed through Uber and regret it after first use I will take this further!,22-11-2020 12:33
437,This out so upsetting,1,I don’t understand why don’t allow me to sing up,09-12-2020 12:45
438,Why did I get charged for a service I didn’t use?,1,"After reviewing my bank account, I was charged $24.99 for no reason. I haven’t used this app since November(even my driver failed to show up) I’m not aware of a subscription or a trip I took for this. Please look into this.",16-01-2021 16:25
439,Stole money from My bank account,2,I literally requested a ride for only $9 on 01/18/2020 ...2days later I get a message from my bank stating I got this ride for $13 I’m not using Uber ever again and I’m disconnecting my card I only went down the street!!!????!?face with rolling eyes person shrugging ,20-01-2021 13:17
440,Unreliable,1,It takes more than half an hour to find any sort or ride and it’s caused me to be late to important meetings and work even if I order it wayy earlier than usual it takes multiple tries to even get any ride and it’s a big inconvenience.,08-01-2021 19:41
441,Uber service,2,Is frustrating to know how good they have been and how bad it gets now.  The app is constantly glitching.,03-01-2021 19:09
442,Customer Service,1,When dealing with anything customer service related you will not get any support. Period.,10-12-2020 22:59
443,About Eats,1,Really disappointed with the food option in this app. I had 2 different promotions that clearly said they could be used up to 14 days after receipt. I created my order and when I went to check out it said both promotions had expired. I’ll be using other food apps that honor their promotions instead.,28-11-2020 23:31
444,GO TO LYFT,1,Terrible whenever you cancel a ride it and try to request again it gives you the same driver it works on it’s on time it doesn’t care if you are in a rush for work or anything it’s a terrible app go to Lyft I did,20-11-2020 19:54
445,Above,1,Y’all have to get more reliable with y’all workers they’re not coming on time are being responsible with my time so can y’all please fix this and stop charging me for canceling fees if the Uber is dropping off another person he/she is not on the way they are dropping off another person. So please fix this,11-01-2021 00:31
446,fake promos,1,"I drove for Uber for 4 years. I haven’t drove In 14 months. I got a new phone and a new number. I signed up to get delivery. They immediately sent me an email that I could get $30 off my first order. I figured I might get free delivery or a few bucks off. I wasn’t expecting $30 off!!! However, whe applying the code it said my ‘device not supported’. I have an iPhone 11 Pro Max. I tried using my iPad. Same thing. My boyfriends phone didn’t work either. Tried my old android. Didn’t work. Even tried a regular laptop. Nope!!! I tried every device available! 

I can’t contact them on the phone. Uber, I was loyal to you for years as a DRIVER. Why are you scamming people??",20-12-2020 02:52
447,Their is a new scam,1,"They can accept a car, wait till they get there say you did something to the car and leave and the driver will get a cancellation fee!!!",13-12-2020 06:59
448,Good luck getting a ride,1,Wait 40 min just to tell you there are no drivers available,17-01-2021 08:07
449,Wouldn’t recommend.,1,"I live in a very small town. Anywhere in town is tops a 10-15 minute ride, no more than 10 miles any direction. On a daily basis I have to use Uber and on a daily basis I pay anywhere from 35-70 dollars for a ride. That is how much it took me to fill up my gas tank. Even when the suggested price is 12 dollars, the drivers will not pick you up for less than 30. Not a good app if you are trying to save money, you’d be better off walking.",21-12-2020 01:47
450,Cancellation Policy,2,"Multiple times I’ve called an Uber and the wait time for one was unreasonably long because the driver was 5-10 minutes away from dropping off their current passengers. Under the current cancellation policy I will be charged to cancel the uber because it is “already on the way”, but it is still dropping off a totally separate group at a totally separate location. I understand why there are cancellation fees, but there should not be a cancellation fee when the driver is with another rider.",12-12-2020 01:08
451,App is messed Up,1,My app has been misbehaving and I have reinstalled several times already and even contacted the support several times but yet they can’t help me fix it. I am forced to open another Uber account and lose my gold membership as my rewards is now frozen in my original account. Not happy. I use Uber not less than 4 times a week and I am sad I can’t get any rewards.,05-12-2020 02:35
452,Scheduling a ride for a future date and time,2,I have to admit that you have done a piss poor job of programming to schedule a ride on for a future date and time.   It’s rather cryptic to non existent.  How could you be this careless.  The competition does a much better job than Uber does.  When I need to schedule a ride I’m forced to use LYFT based on your inability to create a reasonable option to schedule a future ride.,27-12-2020 03:30
453,Charged for walking,1,Charged me and didn’t even confirm a ride i want my money back,30-11-2020 11:15
454,Funding account,3,I’ve been using Uber for a while now and I am still having trouble loading money to my account using my card that’s hooked up to the account. Why I don’t know. But it is very irritating on the task I have to go through to find it in other ways. Please fix that!,08-01-2021 15:27
455,Not delivering on the promise,1,"7:35 am Scheduled a ride to for work to be on time. For 8:15 am. App informs me “Your estimate $22-$27” Sounds good.
8:13 app start telling me there is no cars available, login to confirm your ride at the higher rate $106.... I declined.... $81, I declined again. App starts playing the game of numbers... $96.... $106... $84... I am already outside it’s start raining.
8:15 App informs that there is no driver’s 
Ok... What do I do now?
I try to schedule another ride. App informs me that the funds are not available, change the card. Wow... I open account see Uber pending $27, now I have $13 left on my card. Of course it’s insufficient fund. You took the money, promised me that you will pick me up and drive me to my destination, and screwed me over.
For past 30 minutes trying to see if I can reach Uber support...
-Ride doesn’t exist, so I can’t click on it and app would allow me to tell what went wrong. 
-Can’t message support, no option 
Please do me a favor, don’t tell me you sorry.
Eat your 1 star.",28-12-2020 17:09
456,Can not add multiple stops,3,"I’ve never had to request an Uber for multiple stops before so this might be a recent bug, but who knows. i had to be dropped off at my first destination because my driver said he couldn’t drive me further without the multiple destinations being added. i was left in the snow, for about 30 minutes (thankfully it wasn’t too cold). i don’t believe this was the drivers fault. he couldn’t have been more apologetic. later that evening i had the same issue with multiple destinations not being able to be added. might try Lyft instead to see if this is an option without issue",18-12-2020 03:20
457,Great app,5,Everyone thinking of downloading this app I highly recommend it. Every time I ever get an Uber I’m greeted and dropped off safely,24-12-2020 16:49
458,Never again.,1,"The absolute worst service as well as customer service. I wouldn’t get an enemy an Uber. 

Dont spend your money here, your better off BURNING IT.",23-12-2020 21:57
459,Best Uber,5,This is a good app I have a lot of customers and the people getting orders for is nice this is a good app if your going to get it I think you would love it write me back if you love it,20-12-2020 19:07
460,Terrible app.,1,"Uber has become a lousy service, for a few weeks all the drivers do not take the services at the normal rate, forcing dynamic rates and thus turning the service into an excessively expensive and bad service, I do not know how this can be fixed because the drivers They have become super tricky, then if they accept the trip at the normal rate they cancel it until it is in the dynamic rate, I have had to take trips paying 4 times the normal rate only because the drivers put the rate like that, what a pity of service what was it.",30-12-2020 12:18
461,Words,3,Uber always have a  slow drivers Yu can set a time and they still late that’s why lyft the best,08-12-2020 11:52
462,Best Uber ride ever,5,This the best Uber ride of my life you need to promote hector,21-11-2020 00:13
463,Worst customer support,1,"Uber has literally been the worst customer support experience ever. I requested a ride to work, however even though the funds were taken and processed, my ride was never received, nor was I ever sent a driver. 
I reached out (the only way I could, via submitting a request online and reaching out via Twitter DM). Was told that there was nothing they could do based off their “refund policy”, even after I’ve confirmed that that funds were taken shut my ride was not received. They simply stated that next time “make sure to verify things” next time, and to set up extra security measures. I asked for a credit at least for the funds that were taken; and they stated again, per their refund policy, there’s nothing that can be done. 

Customer service was absolutely no help at all.",12-01-2021 00:02
464,TERRIBLE CUSTOMER SERVICE,1,I was charged a fee to my card that I didn’t authorize and they did nothing to help me fix this. Their customer service needs to get better. They don’t even deserve 1 star. Worst experience ever. Will not ever download this app or use anything relating to Uber again.,22-11-2020 17:34
465,Quality service,1,No support,22-11-2020 01:54
466,Best ride sharing APP!,5,"I’ve had the great experience/pleasure of using UBER now for 2 years and it never failed to be reliable, consistent and accountable in regards to my ultimate satisfaction.  However, since the pandemic which ultimately triggered in March for the U.S. the pool option on UBER  was no longer available- this was due to the social distancing regulations that were put into place.  With that said the pool was way more efficient for me and many other users, as I surveyed customers trips (mainly because it was way less to travel with someone) rather then call an UBER X and ride alone. 
As a very big customer I feel if we don’t bring this pool back anytime soon customers are going to shift to cheaper , more affordable prices.  UBER will certainly maintain status if it prices stay at a descent price for customers.  Happy customers make great companies. THANKS UBER for your commitment. 

Best regards, Vic DiBenedetto",15-12-2020 19:35
467,No way to dispute cancellation fee,1,"If the driver didn’t come to your address and not picking up the phone, u will be charged a fee for not taking a ride. So basically u can end up without a ride and have to pay for that !",02-12-2020 19:31
468,disappointed,1,It doesn't work just to steal money they have charged me $40 according to why a terrible disaster occurred I never use this application again they think that one collects the money.,03-01-2021 19:53
469,Uber is a savior,5,Never bought a car and Uber had helped me commute every single day ever since I moved to Chicago. I have Uber Pass and I’m happy with the service.,03-01-2021 18:01
470,Always waiting for a higher price.,2,May as well just get lyft. Don’t do it.,20-12-2020 10:24
471,You pay if your driver cancel trip?!?!?!?!?!!?!!??,1,"It’s unbelievable, I ordered Uber , driver cancel trip before arrive to my location and they charging me 5 dollars!!!!!!!!!!
I think it’s a trick that the app do to make more money, I request to get the money back. There were no respond there is no number to call. Rate 0/10",03-12-2020 13:37
472,Charge a wait fee when you need to install a car seat,4,My family used Uber while traveling. The drivers were all very kind and professional. Each time we were ready and waiting for the driver to arrive. I noticed that after the trip there was always an additional $0.50 to $1 charge. When I looked up what the charge was for I found out that Uber charges a per minute wait fee from when the driver arrives to when we leave. I think this is completely unfair for families that need to install car seats or passengers with disabilities that may take longer to get into the vehicle. Very disappointed and we will be getting a rental next time.,19-11-2020 18:44
473,It’s hard to tip the drivers.,2,"On my way there I had to try and try again to tip the first driver, when I pressed on the button nothing would happen. No it was not a reception issue I tested that. Eventually it just started to work. Now after my second ride back home I cannot leave a tip at alI, I press the button again nothing happens. This is very irritating and shows what a poor quality app this is.",02-12-2020 00:50
474,Ridiculous,1,I was running late for work so I need a ride ASAP. I went to Uber trying to get a ride but the closest one was 20 minutes away but the ride was only 16 dollars. When I tried to cancel the trip Uber wanted to charge me 20 dollars!! 20 dollars was more than the trip was worth. I’m very upset about this and I’m deleteing the app,23-11-2020 11:14
475,Poor service don’t care about customers,1,"Glad your Uber drivers can see the length of the trip and cancel the ride at the last minute at no penalty. Glad weren’t deemed hourly workers in Cali, absolute bums, horrible",02-01-2021 05:26
476,Not the best.,2,It’s ten dollars one way for two miles. Not worth it but when I was in Vegas it was decent. It would be better if the developer would allow drivers to see what you put in as additional instructions or nots because they don’t see it until they pick up the order and that’s not good if you live in a confusing place or if you live in government building or a military base where they cannot drive in and you have to walk a long ways to pick up your food which defeats the purpose...,19-12-2020 22:42
477,NOT GOOD IN WINTER,3,I usually use uber all year round and live in Chicago but ever since Covid the prices are Ridiculous. 1. There is no ride share 2. No wait and save. Lyft at least has a wait and save and prices aren’t as ridiculous. Uber really tries to rob you during the winter times... not cool.,04-01-2021 23:11
478,Cheats..,1,"Somehow, I subscribed to the Uber pass, or drive pass, whatever it is, and didn’t realize it.  I didn’t it for 2 months, because I never saw a confirmation of payment, or Uber a verification that I wanted to go further with the payment.  I was charged &24.99 for the month of October, and November.  Yes, I did realize payment had come out, but I recently lost my mother unexpectedly, so I wasn’t focused on the payment at the moment.  Anyway, I don’t even know why Uber would charge me$24.99, because I live in San Antonio TX, and we don’t even have the ride pass here, and the closest city that does is Austin, and their rates are $14.99!! The $24.99 is a California rate!  I received one month, but I want all of my money back Uber!!",25-12-2020 02:13
479,HORRIBLE UNSAFE SERVICE!,1,GOT STRANDED IN THE MIDDLE OF A HIGHWAY AND UBER WILL NOT TAKE ANY RESPONSIBILITY. VEHICLES THEY APPROVE  ARE NOT IN SAFE DRIVING CONDITIONS AND THEY DONT CARE!,21-12-2020 16:56
